name,bbg_root,ric_root,mktgroup,asset_class,quote_cols,currency,multiplier,low,high,max_change,max_spread_bps,avg_spread_bps,avg_vol_pct,spread_over_vol,local_tz,start_time,start_tz,end_time,end_tz
DEBEI10Y=RR,,DEBEI,DEFI,fixed_income-bei,yield_bid,EUR,,,,,,,,,Europe/Berlin,8:00:00,Europe/Berlin,17:30:00,Europe/Berlin
GBBEI5Y=RR,,GBBEI,GBFI,fixed_income-bei,yield_bid,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,18:00:00,Europe/London
GBBEI10Y=RR,,GBBEI,GBFI,fixed_income-bei,yield_bid,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,18:00:00,Europe/London
CABEI5Y=RR,,CABEI,CAFI,fixed_income-bei,yield_bid,CAD,,,,,,,,,Canada/Eastern,7:00:00,Canada/Eastern,16:30:00,Canada/Eastern
CABEI10Y=RR,,CABEI,CAFI,fixed_income-bei,yield_bid,CAD,,,,,,,,,Canada/Eastern,7:00:00,Canada/Eastern,16:30:00,Canada/Eastern
USBEI5Y=RR,,USBEI,USFI,fixed_income-bei,yield_bid,USD,,,,,,,,,America/New_York,19:30:00,America/New_York,17:00:00,America/New_York
USBEI10Y=RR,,USBEI,USFI,fixed_income-bei,yield_bid,USD,,,,,,,,,America/New_York,19:30:00,America/New_York,17:00:00,America/New_York
AU5YIL=RR,,AUIL,XSFE,fixed_income-il,yield_bid_ask,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AU10YIL=RR,,AUIL,XSFE,fixed_income-il,yield_bid_ask,AUD,,,,,,,,,Australia/Sydney,8:32:00,Australia/Sydney,7:00:00,Australia/Sydney
DE5YIL=RR,,DEIL,DEFI,fixed_income-il,yield_bid_ask,EUR,,,,,,,,,Europe/Berlin,8:00:00,Europe/Berlin,17:30:00,Europe/Berlin
DE10YIL=RR,,DEIL,DEFI,fixed_income-il,yield_bid_ask,EUR,,,,,,,,,Europe/Berlin,8:00:00,Europe/Berlin,17:30:00,Europe/Berlin
FR5YIL=RR,,FRIL,,fixed_income-il,yield_bid_ask,EUR,,,,,,,,,,,,,
FR10YIL=RR,,FRIL,,fixed_income-il,yield_bid_ask,EUR,,,,,,,,,,,,,
IT5YIL=RR,,ITIL,,fixed_income-il,yield_bid_ask,EUR,,,,,,,,,,,,,
IT10YIL=RR,,ITIL,,fixed_income-il,yield_bid_ask,EUR,,,,,,,,,,,,,
GB5YIL=RR,,GBIL,GBFI,fixed_income-il,yield_bid_ask,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,18:00:00,Europe/London
GB10YIL=RR,,GBIL,GBFI,fixed_income-il,yield_bid_ask,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,18:00:00,Europe/London
CA5YIL=RR,,CAIL,CAFI,fixed_income-il,yield_bid_ask,CAD,,,,,,,,,Canada/Eastern,7:00:00,Canada/Eastern,16:30:00,Canada/Eastern
CA10YIL=RR,,CAIL,CAFI,fixed_income-il,yield_bid_ask,CAD,,,,,,,,,Canada/Eastern,7:00:00,Canada/Eastern,16:30:00,Canada/Eastern
US5YTIP=RR,,USTIP,USFI,fixed_income-tip,yield_bid_ask,USD,,-2.7,5,0.5,,,,,America/New_York,2:00:00,America/New_York,17:00:00,America/New_York
US10YTIP=RR,,USTIP,USFI,fixed_income-tip,yield_bid_ask,USD,,-1.4,5,0.3,,,,,America/New_York,2:00:00,America/New_York,17:00:00,America/New_York
USGOV1MZ=R,USGG1M,USGOV,USFI,fixed_income-gov,yield_bid,USD,,,,,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV3MZ=R,USGG3M,USGOV,USFI,fixed_income-gov,yield_bid,USD,,,,,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV6MZ=R,USGG6M,USGOV,USFI,fixed_income-gov,yield_bid,USD,,,,,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV1YZ=R,USGG12M,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.3,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV2YZ=R,USGG2YR,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.4,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV5YZ=R,USGG5YR,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.4,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV7YZ=R,USGG7YR,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.4,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV10YZ=R,USGG10YR,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.4,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV20YZ=R,USGG20YR,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.4,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
USGOV30YZ=R,USGG30YR,USGOV,USFI,fixed_income-gov,yield_bid,USD,,-1,6.5,0.4,,,,,America/New_York,19:05:00,America/New_York,16:45:00,America/New_York
CAGOV1YZ=R,GCAN1YR,CAGOV,CAFI,fixed_income-gov,yield_bid,CAD,,,,,,,,,Canada/Eastern,7:00:00,Canada/Eastern,17:00:00,Canada/Eastern
CAGOV2YZ=R,GCAN2YR,CAGOV,CAFI,fixed_income-gov,yield_bid,CAD,,-1,6,0.5,,,,,Canada/Eastern,7:00:00,Canada/Eastern,17:00:00,Canada/Eastern
CAGOV5YZ=R,GCAN5YR,CAGOV,CAFI,fixed_income-gov,yield_bid,CAD,,-1,6,0.8,,,,,Canada/Eastern,7:00:00,Canada/Eastern,17:00:00,Canada/Eastern
CAGOV10YZ=R,GCAN10YR,CAGOV,CAFI,fixed_income-gov,yield_bid,CAD,,-1,6,0.4,,,,,Canada/Eastern,7:00:00,Canada/Eastern,17:00:00,Canada/Eastern
CAGOV20YZ=R,GCAN20YR,CAGOV,CAFI,fixed_income-gov,yield_bid,CAD,,,,,,,,,Canada/Eastern,7:00:00,Canada/Eastern,17:00:00,Canada/Eastern
CHGOV2YZ=R,,CHGOV,XEUR1,fixed_income-gov,yield_bid,CHF,,-2,3,0.2,,,,,Europe/Zurich,8:45:00,Europe/Zurich,17:00:00,Europe/Zurich
CHGOV5YZ=R,,CHGOV,XEUR1,fixed_income-gov,yield_bid,CHF,,-2,3,0.2,,,,,Europe/Zurich,8:45:00,Europe/Zurich,17:00:00,Europe/Zurich
CHGOV10YZ=R,,CHGOV,XEUR1,fixed_income-gov,yield_bid,CHF,,,,,,,,,Europe/Zurich,8:45:00,Europe/Zurich,17:00:00,Europe/Zurich
DEGOV3MZ=R,,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV6MZ=R,,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-1.5,5.9,0.52,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV1YZ=R,GDBR1,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-1.5,5.9,0.45,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV2YZ=R,GDBR2,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-2,5.9,0.52,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV5YZ=R,GDBR5,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-2,5.9,0.52,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV10YZ=R,GDBR10,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-2,5.9,0.52,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV20YZ=R,GDBR20,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-2,5.9,0.3,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
DEGOV30YZ=R,GDBR30,DEGOV,DEFI,fixed_income-gov,yield_bid,EUR,,-2,5.9,0.6,,,,,Europe/Berlin,8:00:00,Europe/Berlin,16:30:00,UTC
ESGOV2YZ=R,,ESGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Madrid,7:30:00,UTC,16:30:00,UTC
ESGOV5YZ=R,,ESGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Madrid,7:30:00,UTC,16:30:00,UTC
ESGOV10YZ=R,,ESGOV,,fixed_income-gov,yield_bid,EUR,,0,10,,,,,,Europe/Madrid,7:30:00,UTC,16:30:00,UTC
FRGOV6MZ=R,,FRGOV,FRFI,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Paris,8:15:00,Europe/Paris,16:30:00,UTC
FRGOV1YZ=R,GFRN1,FRGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Paris,8:15:00,Europe/Paris,16:30:00,UTC
FRGOV2YZ=R,GFRN2,FRGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Paris,8:15:00,Europe/Paris,16:30:00,UTC
FRGOV5YZ=R,GFRN5,FRGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Paris,8:15:00,Europe/Paris,16:30:00,UTC
FRGOV10YZ=R,GFRN10,FRGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Paris,8:15:00,Europe/Paris,16:30:00,UTC
FRGOV20YZ=R,GFRN10,FRGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Paris,8:15:00,Europe/Paris,16:30:00,UTC
ITGOV6MZ=R,,ITGOV,ITFI,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
ITGOV1YZ=R,GBTPGR1,ITGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
ITGOV2YZ=R,GBTPGR2,ITGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
ITGOV3YZ=R,GBTPGR3,ITGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
ITGOV5YZ=R,GBTPGR5,ITGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
ITGOV10YZ=R,GBTPGR10,ITGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
ITGOV20YZ=R,GBTPGR20,ITGOV,,fixed_income-gov,yield_bid,EUR,,,,,,,,,Europe/Rome,7:00:00,UTC,16:30:00,UTC
GBGOV3MZ=R,,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
GBGOV6MZ=R,,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
GBGOV1YZ=R,GUKG1,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
GBGOV2YZ=R,GUKG2,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,-1,7,0.4,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
GBGOV5YZ=R,GUKG5,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,-1,7,0.4,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
GBGOV10YZ=R,GUKG10,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,-1,7,0.4,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
GBGOV20YZ=R,GUKG20,GBGOV,GBFI,fixed_income-gov,yield_bid,GBP,,,,,,,,,Europe/London,8:00:00,Europe/London,16:00:00,UTC
AUGOV6MZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV1YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV2YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,-0.5,8,0.4,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV3YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV5YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,-0.5,8,0.3,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV10YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,-0.5,8,0.5,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV15YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUGOV20YZ=R,,AUGOV,XSFE,fixed_income-gov,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
NZGOV2YZ=R,,NZGOV,,fixed_income-gov,yield_bid,NZD,,,,,,,,,Pacific/Auckland,12:00:00,Pacific/Auckland,17:30:00,Pacific/Auckland
NZGOV5YZ=R,,NZGOV,,fixed_income-gov,yield_bid,NZD,,,,,,,,,Pacific/Auckland,12:00:00,Pacific/Auckland,17:30:00,Pacific/Auckland
NZGOV10YZ=R,,NZGOV,,fixed_income-gov,yield_bid,NZD,,,,,,,,,Pacific/Auckland,12:00:00,Pacific/Auckland,17:30:00,Pacific/Auckland
JPGOV6MZ=R,,JPGOV,XOSE,fixed_income-gov,yield_bid,JPY,,,,,,,,,Asia/Tokyo,9:00:00,Asia/Tokyo,23:45:00,Asia/Tokyo
JPGOV1YZ=R,GJGB1,JPGOV,XOSE,fixed_income-gov,yield_bid,JPY,,,,,,,,,Asia/Tokyo,9:00:00,Asia/Tokyo,23:45:00,Asia/Tokyo
JPGOV2YZ=R,GJGB2,JPGOV,XOSE,fixed_income-gov,yield_bid,JPY,,-1,3,0.11,,,,,Asia/Tokyo,9:00:00,Asia/Tokyo,23:45:00,Asia/Tokyo
JPGOV5YZ=R,GJGB5,JPGOV,XOSE,fixed_income-gov,yield_bid,JPY,,-1,3,0.11,,,,,Asia/Tokyo,9:00:00,Asia/Tokyo,23:45:00,Asia/Tokyo
JPGOV10YZ=R,GJGB10,JPGOV,XOSE,fixed_income-gov,yield_bid,JPY,,-1,3,0.25,,,,,Asia/Tokyo,9:00:00,Asia/Tokyo,23:45:00,Asia/Tokyo
JPGOV20YZ=R,GJGB20,JPGOV,XOSE,fixed_income-gov,yield_bid,JPY,,,,,,,,,Asia/Tokyo,9:00:00,Asia/Tokyo,23:45:00,Asia/Tokyo
KRGOV6MZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,,,,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
KRGOV1YZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,,,,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
KRGOV2YZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,0,6,,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
KRGOV3YZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,,,,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
KRGOV5YZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,0,6,0.25,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
KRGOV10YZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,0,6,0.45,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
KRGOV20YZ=R,,KRGOV,XKFE,fixed_income-gov,yield_bid,KRW,,,,,,,,,Asia/Seoul,9:20:00,Asia/Seoul,15:50:00,Asia/Seoul
SGGOV2YZ=R,,SGGOV,,fixed_income-gov,yield_bid,SGD,,,,,,,,,Asia/Singapore,,Asia/Singapore,,Asia/Singapore
SGGOV5YZ=R,,SGGOV,,fixed_income-gov,yield_bid,SGD,,,,,,,,,Asia/Singapore,,Asia/Singapore,,Asia/Singapore
SGGOV10YZ=R,,SGGOV,,fixed_income-gov,yield_bid,SGD,,,,,,,,,Asia/Singapore,,Asia/Singapore,,Asia/Singapore
CNGOV2YZ=R,,CNGOV,,fixed_income-gov,yield_bid,CNY,,,,,,,,,Asia/Shanghai,8:30:00,Asia/Shanghai,16:30:00,Asia/Shanghai
CNGOV5YZ=R,,CNGOV,,fixed_income-gov,yield_bid,CNY,,,,,,,,,Asia/Shanghai,8:30:00,Asia/Shanghai,16:30:00,Asia/Shanghai
CNGOV10YZ=R,,CNGOV,,fixed_income-gov,yield_bid,CNY,,,,,,,,,Asia/Shanghai,8:30:00,Asia/Shanghai,16:30:00,Asia/Shanghai
HKGOV2YZ=R,,HKGOV,,fixed_income-gov,yield_bid,HKD,,,,,,,,,Asia/Hong_Kong,,Asia/Hong_Kong,,Asia/Hong_Kong
HKGOV5YZ=R,,HKGOV,,fixed_income-gov,yield_bid,HKD,,,,,,,,,Asia/Hong_Kong,,Asia/Hong_Kong,,Asia/Hong_Kong
HKGOV10YZ=R,,HKGOV,,fixed_income-gov,yield_bid,HKD,,,,,,,,,Asia/Hong_Kong,,Asia/Hong_Kong,,Asia/Hong_Kong
IDGOV2YZ=R,,IDGOV,,fixed_income-gov,yield_bid,IDR,,,,,,,,,Asia/Jakarta,10:30:00,Asia/Jakarta,18:00:00,Asia/Jakarta
IDGOV5YZ=R,,IDGOV,,fixed_income-gov,yield_bid,IDR,,,,,,,,,Asia/Jakarta,10:30:00,Asia/Jakarta,18:00:00,Asia/Jakarta
IDGOV10YZ=R,,IDGOV,,fixed_income-gov,yield_bid,IDR,,0,30,,,,,,Asia/Jakarta,10:30:00,Asia/Jakarta,18:00:00,Asia/Jakarta
INGOV2YZ=R,,INGOV,,fixed_income-gov,yield_bid,INR,,,,,,,,,Asia/Kolkata,9:30:00,Asia/Kolkata,15:30:00,Asia/Kolkata
INGOV5YZ=R,,INGOV,,fixed_income-gov,yield_bid,INR,,0,15,,,,,,Asia/Kolkata,9:30:00,Asia/Kolkata,15:30:00,Asia/Kolkata
INGOV10YZ=R,,INGOV,,fixed_income-gov,yield_bid,INR,,,,,,,,,Asia/Kolkata,9:30:00,Asia/Kolkata,15:30:00,Asia/Kolkata
BRGOV2YZ=R,,BRGOV,,fixed_income-gov,yield_bid,BRL,,,,,,,,,America/Sao_Paulo,7:00:00,America/Sao_Paulo,18:00:00,America/Sao_Paulo
BRGOV5YZ=R,,BRGOV,,fixed_income-gov,yield_bid,BRL,,,,,,,,,America/Sao_Paulo,7:00:00,America/Sao_Paulo,18:00:00,America/Sao_Paulo
BRGOV10YZ=R,,BRGOV,,fixed_income-gov,yield_bid,BRL,,0,50,,,,,,America/Sao_Paulo,7:00:00,America/Sao_Paulo,18:00:00,America/Sao_Paulo
MXGOV2YZ=R,,MXGOV,,fixed_income-gov,yield_bid,MXN,,,,,,,,,America/Mexico_City,,America/Mexico_City,,America/Mexico_City
MXGOV5YZ=R,,MXGOV,,fixed_income-gov,yield_bid,MXN,,,,,,,,,America/Mexico_City,,America/Mexico_City,,America/Mexico_City
MXGOV10YZ=R,,MXGOV,,fixed_income-gov,yield_bid,MXN,,,,,,,,,America/Mexico_City,,America/Mexico_City,,America/Mexico_City
RS1,RS,RS,,futures-commo,price_bid_ask,CAD,20,100,10000,,100,4.68,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
AUA1,AUA,SHAU,,futures-commo,price_bid_ask,CNY,1000,50,5000,,500,2.1,,,Asia/Shanghai,9:00:00,Asia/Shanghai,2:30:00,Asia/Shanghai
CU1,CU,SCF,,futures-commo,price_bid_ask,CNY,5,10000,100000,,75,1.9,,,Asia/Shanghai,9:00:00,Asia/Shanghai,1:00:00,Asia/Shanghai
IOE1,IOE,DCIO,XDCE,futures-commo,price_bid_ask,CNY,100,100,10000,,50,6.5,1.8438,0.0353,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
PAL1,PAL,DCP,XDCE,futures-commo,price_bid_ask,CNY,10,1000,100000,,50,2.91,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
AK1,AK,DSA,XDCE,futures-commo,price_bid_ask,CNY,10,100,10000,,20,2.28,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
BP1_Comdty,BP,DSB,XDCE,futures-commo,price_bid_ask,CNY,10,100,100000,,60,2.89,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
AE1,AE,DSM,XDCE,futures-commo,price_bid_ask,CNY,10,100,10000,,15,3.15,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
SH1,SH,DBY,XDCE,futures-commo,price_bid_ask,CNY,10,100,100000,,15,2.69,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
PT1_Comdty,PT,CTA,XZCE,futures-commo,price_bid_ask,CNY,5,100,100000,,20,3.99,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
ZRO1,ZRO,COI,XZCE,futures-commo,price_bid_ask,CNY,10,1000,100000,,30,1.25,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
PKR1,PKR,CZPK,XZCE,futures-commo,price_bid_ask,CNY,5,1000,100000,,20,2.42,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
ZRR1,ZRR,CRSM,XZCE,futures-commo,price_bid_ask,CNY,10,100,10000,,50,3.83,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
SCP1,SCP,ISC,XINE,futures-commo,price_bid_ask,CNY,1000,10,1000,,20,2.25,,,Asia/Shanghai,9:00:00,Asia/Shanghai,2:30:00,Asia/Shanghai
SRB1,SRB,SINR,XINE,futures-commo,price_bid_ask,CNY,10,1000,100000,,80,5.93,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
SLS1,SLS,ILU,XINE,futures-commo,price_bid_ask,CNY,10,100,10000,,50,3.11,,,Asia/Shanghai,9:00:00,Asia/Shanghai,23:00:00,Asia/Shanghai
IBC1,IBC,SIBC,XINE,futures-commo,price_bid_ask,CNY,5,1000,100000,,100,2.89,,,Asia/Shanghai,9:00:00,Asia/Shanghai,1:00:00,Asia/Shanghai
KO1,KO,FCPO,,futures-commo,price_bid_ask,MYR,25,400,40000,,175,4.9,,,Asia/Kuala_Lumpur,10:30:00,Asia/Kuala_Lumpur,23:30:00,Asia/Kuala_Lumpur
KO2,KO,FCPO,,futures-commo,price_bid_ask,MYR,25,400,40000,,120,5.77,,,Asia/Kuala_Lumpur,10:30:00,Asia/Kuala_Lumpur,23:30:00,Asia/Kuala_Lumpur
KO3,KO,FCPO,,futures-commo,price_bid_ask,MYR,25,400,40000,,120,6.74,,,Asia/Kuala_Lumpur,10:30:00,Asia/Kuala_Lumpur,23:30:00,Asia/Kuala_Lumpur
OMR1,OMR,SWMP,,futures-commo,price_bid_ask,USD,1,400,40000,,600,122,,,Asia/Singapore,7:25:00,Asia/Singapore,18:00:00,Asia/Singapore
TZT1,TZT,TFMBM,,futures-commo,price_bid_ask,EUR,731,1,1000,,2000,27,2.5516,0.1058,Europe/London,7:00:00,Europe/London,17:00:00,Europe/London
CA1_Comdty,CA,BL2,XMAT,futures-commo,price_bid_ask,EUR,50,1,1000,,80,11.68,,,Europe/Paris,10:45:00,Europe/Paris,18:30:00,Europe/Paris
CA2_Comdty,CA,BL2,XMAT,futures-commo,price_bid_ask,EUR,50,1,1000,,150,11.97,,,Europe/Paris,10:45:00,Europe/Paris,18:30:00,Europe/Paris
CA3_Comdty,CA,BL2,XMAT,futures-commo,price_bid_ask,EUR,50,1,1000,,200,13.04,,,Europe/Paris,10:45:00,Europe/Paris,18:30:00,Europe/Paris
IJ1,IJ,COM,XMAT,futures-commo,price_bid_ask,EUR,50,10,10000,,90,8.15,,,Europe/Paris,10:45:00,Europe/Paris,18:30:00,Europe/Paris
IJ2,IJ,COM,XMAT,futures-commo,price_bid_ask,EUR,50,10,10000,,90,8.85,,,Europe/Paris,10:45:00,Europe/Paris,18:30:00,Europe/Paris
IJ3,IJ,COM,XMAT,futures-commo,price_bid_ask,EUR,50,10,10000,,70,12.41,,,Europe/Paris,10:45:00,Europe/Paris,18:30:00,Europe/Paris
QC1_Comdty,QC,LCC,,futures-commo,price_bid_ask,GBP,10,300,30000,,80,6.43,,,Europe/London,9:30:00,Europe/London,16:55:00,Europe/London
QC2_Comdty,QC,LCC,,futures-commo,price_bid_ask,GBP,10,300,30000,,50,7.69,,,Europe/London,9:30:00,Europe/London,16:55:00,Europe/London
QC3_Comdty,QC,LCC,,futures-commo,price_bid_ask,GBP,10,300,30000,,50,8.05,,,Europe/London,9:30:00,Europe/London,16:55:00,Europe/London
QW1,QW,LSU,,futures-commo,price_bid_ask,USD,50,50,5000,,40,5.98,,,Europe/London,8:45:00,Europe/London,18:00:00,Europe/London
QW2,QW,LSU,,futures-commo,price_bid_ask,USD,50,50,5000,,60,6.31,,,Europe/London,8:45:00,Europe/London,18:00:00,Europe/London
QW3,QW,LSU,,futures-commo,price_bid_ask,USD,50,50,5000,,60,6.99,,,Europe/London,8:45:00,Europe/London,18:00:00,Europe/London
BO1,BO,BO,,futures-commo,price_bid_ask,USD,600,10,100,,80,3.9,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
BO2,BO,BO,,futures-commo,price_bid_ask,USD,600,10,100,,50,4.45,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
BO3,BO,BO,,futures-commo,price_bid_ask,USD,600,10,100,,80,4.62,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
C1,C ,C,,futures-commo,price_bid_ask,USD,50,1,1000,,40,5.59,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
C2,C ,C,,futures-commo,price_bid_ask,USD,50,1,1000,,20,5.81,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
C3,C ,C,,futures-commo,price_bid_ask,USD,50,1,1000,,100,5.93,,,America/New_York,20:00:00,America/New_York,14:20:00,America/New_York
CC1,CC,CC,,futures-commo,price_bid_ask,USD,10,1000,5000,,100,4.72,,,America/New_York,4:45:00,America/New_York,13:30:00,America/New_York
CC2,CC,CC,,futures-commo,price_bid_ask,USD,10,1000,5000,,100,7.68,,,America/New_York,4:45:00,America/New_York,13:30:00,America/New_York
CC3,CC,CC,,futures-commo,price_bid_ask,USD,10,1000,5000,,100,8.15,,,America/New_York,4:45:00,America/New_York,13:30:00,America/New_York
CL1,CL,CL,,futures-commo,price_bid_ask,USD,1000,1,1000,,45,1.9,2.2424,0.0085,America/New_York,18:00:00,America/New_York,17:00:00,America/New_York
